Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Label
left,175.3313408,175.1159217,177.1681624,175.6069008,172.0663777,Pull ups
left,175.2175109,174.9319621,177.280878,175.5323349,172.1139447,Pull ups
left,175.0757599,174.7191724,177.4283115,175.1617492,171.9033688,Pull ups
left,174.9966375,174.6492749,177.4575599,174.9805682,171.7713787,Pull ups
left,175.0350348,174.4899956,178.0336064,174.8000114,171.9785242,Pull ups
left,175.2029924,174.5060631,178.5089015,174.6834883,172.1712934,Pull ups
left,174.9040527,174.3050337,178.4432959,174.1247228,171.658013,Pull ups
left,174.8349757,174.2216197,178.5254397,173.901799,171.5304852,Pull ups
left,174.4884087,173.9794853,178.583952,173.8413506,171.6179706,Pull ups
left,173.6793282,173.8811966,178.348969,173.8609338,171.7404479,Pull ups
left,173.263877,174.4429695,177.9282467,173.9651546,171.7630496,Pull ups
left,173.4628925,174.7602826,178.0318785,173.7035828,171.5668771,Pull ups
left,174.0093963,175.5977213,178.2688294,173.612285,171.6009499,Pull ups
left,175.7759472,178.5708624,178.737419,173.6983372,172.0172967,Pull ups
left,175.2992032,179.5480769,178.5229544,173.8641577,172.4060435,Pull ups
left,176.8091226,178.4847767,178.4428853,174.8552695,173.0568469,Pull ups
left,176.5990705,178.9891673,178.5442017,174.9184445,173.1613624,Pull ups
left,178.1080051,177.1881871,179.6783402,174.5731151,173.4176426,Pull ups
left,177.8810367,177.613716,179.5042974,174.7754993,173.4689736,Pull ups
left,177.7333766,177.7817404,179.3416622,175.1196977,173.7272094,Pull ups
left,176.2713383,178.8794364,178.6139451,175.1366475,175.0251421,Pull ups
left,177.6904328,179.9638161,178.8646658,175.8222469,175.4134975,Pull ups
left,175.5212225,171.1877505,177.6723072,175.7899896,176.2691974,Pull ups
left,178.2461284,178.8389852,176.5856802,175.3237426,177.1293094,Pull ups
left,175.2047775,179.94439,177.1211229,175.7063239,176.7709282,Pull ups
left,178.2370014,177.7309826,176.0763242,176.1645231,177.6931791,Pull ups
left,179.8676562,179.1967621,175.6982145,177.1888792,178.7262662,Pull ups
left,179.60186,179.3784604,176.0447545,176.8788963,178.539123,Pull ups
left,179.6208789,178.9909998,176.3110591,176.9718666,178.7819046,Pull ups
left,179.7958347,179.8791888,176.0417048,177.9332813,179.469825,Pull ups
left,179.8387565,179.6252125,176.3895615,177.2825397,178.9892047,Pull ups
left,179.2428139,179.8590401,176.1339585,177.861873,179.3321294,Pull ups
left,179.2580792,179.884069,176.5933192,178.1867944,179.8217607,Pull ups
left,179.6716354,179.2203515,176.4901047,178.3375294,179.7968804,Pull ups
left,179.9174083,179.0337703,176.6408576,177.6945139,179.2176608,Pull ups
left,179.164393,178.536797,177.4877175,177.3709357,179.4410591,Pull ups
left,178.7472026,177.4404977,177.0160313,178.7227192,179.6055371,Pull ups
left,178.7906158,177.8260831,176.9720081,178.9948893,179.4002017,Pull ups
left,178.8370822,178.0307745,177.0648732,178.864725,179.4935911,Pull ups
left,178.8763324,178.046775,177.1460527,178.7082433,179.5818146,Pull ups
left,178.8264375,178.1460112,177.426093,178.5316331,179.6015808,Pull ups
left,179.259366,178.3668203,177.6337379,178.2866629,179.7551827,Pull ups
left,178.9523365,177.9454066,177.9722943,177.7421128,179.8911192,Pull ups
left,178.7630991,177.9074516,178.4808975,177.7786944,179.8041922,Pull ups
left,178.7884261,177.8161314,178.3224562,178.0242279,179.6294127,Pull ups
left,178.5307045,177.4849295,178.3443463,178.2393734,179.4360711,Pull ups
left,178.4418643,177.359672,178.2316714,178.4971687,179.2886085,Pull ups
left,178.0277822,176.9396592,178.3615246,178.5591769,179.1614126,Pull ups
left,178.3721176,176.839044,177.7232149,178.9555436,179.270311,Pull ups
left,178.1420704,176.7475389,177.8252735,179.6057532,178.6713108,Pull ups
left,177.9868783,176.7107697,177.990523,179.8134631,178.4218808,Pull ups
left,177.4650576,176.3860818,178.1786349,179.2986588,178.9228755,Pull ups
left,176.3716752,175.5771485,178.5000087,179.0133513,179.2184227,Pull ups
left,176.659742,176.0800056,178.4607872,178.9264149,179.3672458,Pull ups
left,176.7600564,176.5480734,178.5895356,178.6631685,179.5632389,Pull ups
left,177.6288684,177.608605,178.4176735,179.6645778,178.692907,Pull ups
left,177.5304734,177.7511768,178.6791371,179.9475486,178.1730646,Pull ups
left,177.0470726,177.5744827,178.8386788,179.632536,177.867017,Pull ups
left,173.6955999,177.9055101,179.4676779,179.6437707,178.5582553,Pull ups
left,172.9663812,179.2697426,179.7803075,179.4447396,178.5474454,Pull ups
left,173.4472016,179.5826735,179.9768814,179.6040532,178.631834,Pull ups
left,179.5592559,176.3092584,178.0669348,178.8542712,179.2492378,Pull ups
left,179.5897326,174.8285331,177.5390871,179.0568432,179.6722712,Pull ups
left,178.4073165,175.7008427,178.0028441,179.1906468,179.9508035,Pull ups
left,177.0374627,177.8802142,178.4591227,179.3287529,179.5241689,Pull ups
left,176.3919578,177.3094468,178.5976035,179.5376786,179.6776328,Pull ups
left,175.9160799,177.9257125,178.2553726,179.6071648,179.8236759,Pull ups
left,174.7427083,179.3496303,178.0539151,179.6207833,179.734789,Pull ups
left,174.0970457,177.5498992,178.31865,179.6014113,179.4300986,Pull ups
left,175.783838,178.0927491,177.8236324,179.7529278,179.2290559,Pull ups
left,176.0440491,177.5289539,177.770629,179.6946618,179.1609735,Pull ups
left,175.0044423,177.1386196,178.2028081,179.8071534,179.0525743,Pull ups
left,174.5322936,177.4015159,178.4288215,179.9240436,178.9616183,Pull ups
left,173.8493949,176.6307794,178.6792227,179.9329971,178.8536308,Pull ups
left,173.7764518,176.6628839,178.9135235,179.8458841,178.8345693,Pull ups
left,173.5255668,176.2958091,178.9598944,179.9196493,178.7769508,Pull ups
left,173.3990558,176.2533527,179.0892328,179.9506708,178.6435248,Pull ups
left,172.7395367,175.889075,179.2347721,179.9355202,178.6636945,Pull ups
left,172.2419762,175.7406605,179.6033931,179.8994353,178.6807798,Pull ups
left,172.5106348,176.1136323,179.5948653,179.8768215,178.7156826,Pull ups
left,171.2512736,175.3196261,179.8460316,179.866299,178.8525921,Pull ups
left,172.0079798,177.6070398,179.5896875,179.7268088,179.3076562,Pull ups
left,173.6638882,178.0237814,179.5427121,179.9375995,179.4105115,Pull ups
left,175.510037,179.5475673,178.8195853,177.0282337,178.4132178,Pull ups
left,178.1737939,179.4926554,178.1573653,175.2953389,177.4137025,Pull ups
left,176.9764457,179.6255287,177.8966001,176.2604603,177.7741835,Pull ups
left,178.9691146,171.0730624,179.212046,177.4838223,178.2342638,Pull ups
left,179.947798,168.0138323,179.7280449,177.9892399,178.4813927,Pull ups
left,172.5623643,179.7747812,179.459592,177.9801154,177.8830864,Pull ups
left,173.4036072,168.5659966,179.5434343,178.093115,177.9933801,Pull ups
left,174.8129613,179.9423569,179.6834386,178.6997377,177.8880676,Pull ups
left,173.7101206,177.7625888,179.0170244,179.6206028,177.7438324,Pull ups
left,173.9647913,177.4859731,179.2313407,179.4020854,177.5925615,Pull ups
left,174.9226484,178.168359,179.1767511,178.8640519,176.9251539,Pull ups
left,174.3374612,178.4436825,178.7901949,179.0492485,177.0773932,Pull ups
left,173.2885846,177.5911845,178.5953155,179.1633968,177.1788463,Pull ups
left,174.2009538,178.4051365,177.9534598,178.9795425,177.0464989,Pull ups
left,173.772639,178.472338,177.720964,178.7221142,176.8429045,Pull ups
left,171.3039523,179.7342069,176.917423,178.4875763,176.6940255,Pull ups
left,170.4633172,176.1786159,176.9102439,178.9827772,176.6854417,Pull ups
left,171.5497879,176.6101205,177.1896592,178.9109025,176.4701529,Pull ups
left,172.3530299,176.0767899,177.4921485,178.6151015,175.9902594,Pull ups
left,172.2641657,175.7417777,177.6124492,177.9404841,175.5015433,Pull ups
left,172.5162985,176.2955361,177.6823641,177.3206842,175.0293642,Pull ups
left,173.1467759,177.7273398,177.6667763,177.3654292,175.0671885,Pull ups
left,172.9036882,177.7975638,177.2633918,177.2343809,174.819139,Pull ups
left,174.6367193,179.3980909,176.8869261,177.6366306,174.6860043,Pull ups
left,174.112864,179.128656,176.020089,177.7791793,174.3787506,Pull ups
left,173.9357275,179.2957097,175.73378,177.2542573,173.8010962,Pull ups
left,174.1933126,179.4779451,175.8080186,177.0140089,173.7786547,Pull ups
left,172.571591,179.8181481,175.055063,177.0669092,173.8527865,Pull ups
left,172.6869854,179.9075935,175.2510146,176.8513833,173.7608632,Pull ups
left,172.4463482,178.7948383,175.4851219,176.7383681,173.7563089,Pull ups
left,172.1121497,178.2036742,175.6721772,176.5715136,173.7370087,Pull ups
left,170.0281931,174.5320835,175.4757779,176.4740581,173.5335949,Pull ups
left,169.3198172,173.3345289,175.0896417,176.3846522,173.2778819,Pull ups
left,169.1679985,172.758689,175.1169277,176.5288285,173.443565,Pull ups
left,168.611051,172.2536176,175.060872,176.4973721,173.5291909,Pull ups
left,167.4955724,170.684951,174.5094599,176.9572854,173.8828529,Pull ups
left,166.7118585,170.5289142,174.5785563,176.7331631,174.1826076,Pull ups
left,165.8135522,170.4260384,174.0988076,176.8868946,174.3813503,Pull ups
left,163.9966101,169.3152884,173.5488093,176.8911515,174.4423042,Pull ups
left,162.3499337,168.2252661,173.8034764,176.0155337,174.2361871,Pull ups
left,161.3954128,167.8095482,173.9885005,175.4194232,174.0717101,Pull ups
left,160.0155722,166.4959934,173.6101294,175.7241145,174.4022017,Pull ups
left,158.7510417,164.651276,173.7582999,175.8535009,174.7414,Pull ups
left,158.460739,163.8572722,173.9488054,175.8865742,174.8987975,Pull ups
left,157.7548717,163.4670798,173.8380553,175.9644114,175.1678459,Pull ups
left,157.2522781,162.8468489,174.0648506,175.850846,175.3595685,Pull ups
left,156.7700722,162.3440991,173.9628884,175.928992,175.5238681,Pull ups
left,155.5498906,161.0941597,173.8384889,176.2425531,175.8446642,Pull ups
left,153.8259496,159.6312305,173.8723346,176.1336045,175.9996161,Pull ups
left,152.1355083,158.621433,174.0924117,175.2061303,175.5414155,Pull ups
left,151.5804769,158.3657783,173.7648301,175.4291883,175.6809637,Pull ups
left,149.2684136,156.3187889,172.7284411,176.3110752,175.9046235,Pull ups
left,148.4028756,155.930178,172.1700344,176.5833922,175.9542137,Pull ups
left,146.7076627,154.2154625,172.0131717,176.9746739,176.2772368,Pull ups
left,142.9211473,150.2894892,171.7354875,177.2027322,176.3846812,Pull ups
left,140.5416212,148.1220839,171.6073605,177.2786665,176.5574299,Pull ups
left,133.3235216,140.3148057,171.441414,177.3397499,176.6232393,Pull ups
left,129.0226768,134.6970303,171.0341476,177.473004,176.6406573,Pull ups
left,124.0306618,128.5192026,170.8516489,177.545182,176.6386627,Pull ups
left,120.9583087,125.3406922,170.5078536,177.6513993,176.7262572,Pull ups
left,113.5408055,117.9417531,170.1920924,177.4574845,176.5809599,Pull ups
left,106.9103251,111.7526498,169.8796456,177.6389755,176.7795674,Pull ups
left,103.9750707,109.645288,169.7501416,177.2416338,176.5528439,Pull ups
left,96.13475859,101.8134929,169.7504019,176.9813727,176.6859668,Pull ups
left,88.36359258,93.50317468,169.9810121,176.564414,176.5362842,Pull ups
left,81.33449368,86.42124015,170.2270378,176.3273549,176.6129945,Pull ups
left,76.14541168,81.7915245,170.2634453,176.7232059,177.0617185,Pull ups
left,70.79772889,75.98577596,170.5713559,176.5651958,177.0521078,Pull ups
left,67.71476274,73.21037012,170.4962012,176.6628968,177.3018189,Pull ups
left,58.93474469,63.6037118,172.0330067,176.408839,177.6497684,Pull ups
left,55.18789203,59.69183813,173.3581273,176.1520153,177.9717235,Pull ups
left,51.2858275,56.1513885,173.5506899,176.4056711,178.3572191,Pull ups
left,47.81915824,53.51098935,174.1971321,176.2237354,178.4399092,Pull ups
left,42.49087344,49.23591922,174.2242844,176.4039055,178.5500633,Pull ups
left,40.34133928,47.49625093,174.4805371,176.9499544,178.8581707,Pull ups
left,35.02151479,41.16802543,175.5222777,176.9158449,178.8045561,Pull ups
left,28.5385118,35.61078775,175.7266155,177.2395509,178.9378875,Pull ups
left,24.85631656,32.28254937,175.8697138,177.5664414,179.0740803,Pull ups
left,19.87848758,27.82275296,175.9199152,177.8823087,179.2358803,Pull ups
left,14.18521649,22.10541388,176.4104568,178.697739,179.665321,Pull ups
left,13.05406903,21.54506003,177.1255724,178.5268933,179.7599981,Pull ups
left,11.56366778,18.50891846,178.2217656,178.9003942,179.7781886,Pull ups
left,10.09451981,17.23363549,178.5435768,178.8665022,179.3902884,Pull ups
left,10.24274989,17.32652268,178.4432271,178.8055327,179.123716,Pull ups
left,13.23577806,17.98765884,179.5496681,178.0889486,179.2182324,Pull ups
left,7.90110945,2.913366728,178.334256,177.7034323,179.3669041,Pull ups
left,8.163102274,3.930711467,178.7063386,177.7109528,178.9136021,Pull ups
left,6.037155473,5.744405102,178.9877143,177.3194924,178.462627,Pull ups
left,6.548810679,11.43708724,179.3146639,178.4216905,178.3788292,Pull ups
left,7.296587209,12.78008899,178.7445635,178.7013999,178.169579,Pull ups
left,8.826984546,12.68685791,178.2162045,179.0368535,178.23414,Pull ups
left,9.4158127,12.73644771,177.9325336,178.8670472,177.8478024,Pull ups
left,10.94971087,12.71633604,178.1006701,178.9664266,177.8977533,Pull ups
left,11.95888849,13.11953129,178.0289948,178.2206804,177.0435087,Pull ups
left,13.20940369,13.88758296,177.9172928,178.3602319,177.16098,Pull ups
left,16.24847319,15.94182051,178.0097183,178.439492,177.2628969,Pull ups
left,19.42493366,19.59190155,177.9598307,178.4369958,177.2960447,Pull ups
left,22.79628559,22.67718748,178.2113814,178.1896141,177.3166028,Pull ups
left,28.6434639,28.02545037,177.9374298,178.0291914,177.212495,Pull ups
left,32.27758707,32.09495953,177.5430173,178.0819643,177.3291663,Pull ups
left,36.92699833,36.84798441,177.2556945,177.9218052,177.2288728,Pull ups
left,44.36347603,44.77087326,176.5603717,177.5214644,176.8975009,Pull ups
left,48.86641478,50.25231274,175.8672796,177.436709,176.8853031,Pull ups
left,56.36129508,58.03676452,175.4072474,177.2880221,176.7441114,Pull ups
left,60.3593015,60.98153089,175.6792821,177.1595455,176.6921749,Pull ups
left,66.83772503,66.61880676,175.727872,177.3299403,176.8381512,Pull ups
left,74.75722544,73.92865354,176.2005395,177.1625777,176.884538,Pull ups
left,84.91636462,84.17690745,176.2925457,177.1320345,176.9187022,Pull ups
left,91.42551983,91.16732434,176.1601151,176.8995822,176.822274,Pull ups
left,98.46324369,98.70283044,176.223009,176.8778087,176.8692981,Pull ups
left,105.5413622,105.9255308,176.6678767,176.6623773,176.8940757,Pull ups
left,110.5936087,111.4505339,176.8961445,176.5661948,176.9112268,Pull ups
left,114.3114569,116.0043452,176.8713072,176.3936873,176.7874835,Pull ups
left,117.6484189,120.8379451,176.5449445,176.5082956,176.9460373,Pull ups
left,121.2792082,125.0475116,176.6041481,176.9934331,177.3116079,Pull ups
left,126.0203239,130.8411999,176.5638125,177.124875,177.4672623,Pull ups
left,129.6629371,134.6634718,176.6447212,177.190507,177.4953497,Pull ups
left,133.417141,139.30692,176.7081311,177.2238129,177.5818844,Pull ups
left,134.6031374,140.851729,176.7216164,177.2259515,177.5770657,Pull ups
left,136.781631,142.9925401,176.7400145,177.3451603,177.6749299,Pull ups
left,139.2740217,146.3990579,176.7403134,177.3356507,177.6730734,Pull ups
left,140.9564503,148.1997373,176.7424932,177.3553461,177.6792398,Pull ups
left,142.4454899,150.140954,176.8416981,177.1037046,177.5500208,Pull ups
left,144.2727989,152.1800824,176.8112949,177.1624335,177.5874207,Pull ups
left,146.0501682,153.9102414,176.9257593,177.1729074,177.6126009,Pull ups
left,148.3777648,157.1563499,177.0909093,176.8674281,177.4543691,Pull ups
left,149.9935027,159.4343493,177.1473732,176.862554,177.421757,Pull ups
left,152.2203594,161.945403,177.3175254,176.8271356,177.4117526,Pull ups
left,153.6339151,163.8492107,177.5181048,176.7966207,177.3763328,Pull ups
left,155.2025886,164.9936298,177.8239792,176.6991335,177.255522,Pull ups
left,156.7533353,166.4564205,177.9733721,176.693933,177.1499675,Pull ups
left,158.6212003,168.2070974,178.0462082,176.8686994,177.1619777,Pull ups
left,160.5751854,169.594577,178.0592911,177.0452716,177.101604,Pull ups
left,163.7310493,172.196577,178.6004795,177.0863653,177.0011304,Pull ups
left,165.2878911,173.0232074,178.8606255,177.1736873,176.9766115,Pull ups
left,167.0810219,174.1086747,179.1173581,177.1783723,176.9118871,Pull ups
left,169.0245722,174.9597536,179.4830967,177.238964,176.8519094,Pull ups
left,170.1775234,175.0972267,179.7904356,177.3196093,176.8684335,Pull ups
left,171.3830732,175.4535016,179.7853825,177.4485704,176.9951092,Pull ups
left,172.3426592,175.921065,179.7374582,177.9715385,177.3036664,Pull ups
left,172.4473885,175.7301366,179.9460312,178.3157819,177.3760183,Pull ups
left,174.0644154,176.3361012,179.8403167,178.5645117,177.3636919,Pull ups
left,174.488178,176.1549834,179.8903337,178.5662748,177.1255111,Pull ups
left,174.8275133,176.2067286,179.9391606,178.1841572,176.4946073,Pull ups
left,174.4896153,175.8312194,179.8795219,177.804081,176.1031921,Pull ups
left,174.5555143,175.7089102,179.8961665,177.5853002,175.8553585,Pull ups
left,174.4368702,175.7890244,179.2474021,177.9467119,175.7880673,Pull ups
left,175.4210023,176.3985182,179.3336329,178.1530978,175.7862456,Pull ups
left,174.8275641,174.8697809,179.1773189,178.1156641,175.5750692,Pull ups
left,174.4055118,174.606381,178.9564876,177.9868044,175.3891965,Pull ups
left,174.4448367,174.5913408,178.9662079,177.920883,175.3075245,Pull ups
left,174.4043583,174.1097326,178.7015028,178.1444351,175.2469339,Pull ups
left,174.2702393,173.9852998,178.5619963,178.0806794,175.1035629,Pull ups
left,174.2090396,174.1044482,178.019089,178.2784807,174.9787429,Pull ups
left,174.1485344,174.0941821,177.8937457,178.1708847,174.840911,Pull ups
left,174.0127514,174.1862269,177.3625654,178.3918663,174.7652664,Pull ups
left,173.384188,174.6981438,176.3600535,178.6571307,174.6350068,Pull ups
left,171.3180978,174.4559954,175.3809586,178.7181637,174.633011,Pull ups
left,171.0174585,174.8288297,174.7388461,178.8890263,174.5374293,Pull ups
left,167.3035224,175.9692758,173.4859479,178.9560377,174.9719686,Pull ups
left,168.3307762,176.294892,173.8437306,179.0186545,174.9794002,Pull ups
left,168.4159946,175.5780773,173.5658631,179.103207,174.8200632,Pull ups
left,168.2023395,174.8061842,173.0288039,179.3698395,174.641572,Pull ups
left,168.3507699,175.393744,173.2031713,179.1001244,174.5275544,Pull ups
left,168.2141822,175.449779,173.1799324,178.7657272,174.2967757,Pull ups
left,168.2798818,175.5122052,173.0956967,178.630629,174.1335059,Pull ups
left,167.6949113,175.0766663,173.0183881,178.2828509,173.9076829,Pull ups
left,167.0450806,174.5643469,173.1343245,177.9685471,173.8346145,Pull ups
left,166.1310303,174.6885701,172.8555471,178.1568939,174.146551,Pull ups
left,165.1793907,173.9241082,173.1161878,178.0941603,174.4845084,Pull ups
left,163.6665854,172.589948,173.1147444,177.9452492,174.7483052,Pull ups
left,162.4193467,171.6766987,173.3629201,176.9029867,174.3733139,Pull ups
left,161.284719,170.3167541,173.4039031,176.6678382,174.3520768,Pull ups
left,158.1748789,167.7391631,173.7434684,175.6232108,174.2048747,Pull ups
left,156.420687,166.1850323,173.9065883,175.5583298,174.4673388,Pull ups
left,155.9186777,165.873071,173.9672265,175.7254923,174.7321063,Pull ups
left,153.143784,163.7972437,173.9122457,175.2640849,174.7753434,Pull ups
left,150.6772161,161.6122689,174.2454978,174.7593073,174.6239934,Pull ups
left,151.0416506,161.761847,174.4714284,174.3525891,174.4294029,Pull ups
left,151.0297959,161.5836768,174.7199282,174.1910468,174.4070076,Pull ups
left,150.219918,161.536056,174.9299048,173.8951492,174.4671103,Pull ups
left,147.8696889,159.839126,174.7000937,173.7093509,174.2714671,Pull ups
left,143.8988772,155.2322948,174.5033294,173.8520651,174.3647276,Pull ups
left,141.3869342,152.2539449,174.0183271,174.1849237,174.4750517,Pull ups
left,136.9194499,147.9590653,173.5261171,174.3319411,174.6408429,Pull ups
left,133.7070378,143.6212094,173.5978624,174.3589378,174.6328185,Pull ups
left,129.4999212,138.4989262,173.1785892,174.4300984,174.4929168,Pull ups
left,126.1441499,135.0666161,172.6808985,174.617118,174.479238,Pull ups
left,123.7300909,132.3086984,172.4713816,174.7053177,174.4965972,Pull ups
left,119.0729516,127.6200591,172.3105847,174.4640947,174.2000177,Pull ups
left,113.215385,122.1064815,171.8790957,174.2908398,173.9934778,Pull ups
left,105.4036361,114.5294904,171.578239,174.2743102,173.9717907,Pull ups
left,97.30020385,106.0535384,171.870791,173.7108985,173.782423,Pull ups
left,90.91136902,99.6766778,172.3673688,173.0854196,173.5568145,Pull ups
left,84.00557764,92.32736394,172.6455943,172.861918,173.578584,Pull ups
left,79.1237243,87.58577932,172.7498252,172.8815952,173.69799,Pull ups
left,75.96186468,84.16711069,173.0209371,172.7798982,173.7711991,Pull ups
left,69.32662672,77.18321379,173.4583573,172.4204046,173.7746241,Pull ups
left,63.67141971,71.20123689,174.1087675,172.1220622,173.7148386,Pull ups
left,56.09213697,63.7327873,174.397834,172.0724112,173.6292647,Pull ups
left,52.4066957,59.6861339,175.0982616,171.7861297,173.5905416,Pull ups
left,49.78031951,56.9041552,175.4778035,171.6991693,173.6540004,Pull ups
left,49.44116179,56.57586341,176.0653014,172.0056451,174.2931553,Pull ups
left,45.07141673,52.02216662,176.5528293,172.4603345,174.8233378,Pull ups
left,42.34199154,49.5229984,176.5829529,172.7255848,174.9029381,Pull ups
left,37.28234952,44.62994359,176.8293319,173.7328865,175.687772,Pull ups
left,30.50901463,36.98571655,177.7516886,173.970134,175.8067987,Pull ups
left,26.19361991,32.20270825,178.3909122,173.9252571,175.920642,Pull ups
left,20.26465617,26.17211459,178.8906424,174.0730047,176.0511451,Pull ups
left,17.62005154,23.23149031,179.5178401,173.8187752,175.9432559,Pull ups
left,15.40335374,20.65970633,179.5021593,173.7897783,175.6419068,Pull ups
left,13.86756469,19.37816498,179.4010237,173.8208689,175.6027333,Pull ups
left,12.22771579,17.68140628,179.5151115,173.7479378,175.4400957,Pull ups
left,11.91975032,17.62753063,179.5272766,173.6485343,175.3214458,Pull ups
left,11.35153051,16.90798247,179.8007255,173.5352297,175.2356617,Pull ups
left,10.86436234,16.11030223,179.904063,173.7659709,175.3765,Pull ups
left,10.62763625,15.58377264,179.9863361,174.8678949,176.055402,Pull ups
left,10.21572402,14.90595069,179.3831257,175.510125,176.1696026,Pull ups
left,10.00803089,14.39243166,179.0634272,176.0297693,176.3214372,Pull ups
left,9.978184366,13.95894456,179.0182404,176.5599646,176.6794482,Pull ups
left,10.37091681,13.46128637,179.4099112,176.8385182,177.048084,Pull ups
left,10.87571829,12.73617891,179.4260295,177.1133582,177.1632887,Pull ups
left,12.61359377,14.21457159,179.2439412,176.9938286,177.0883332,Pull ups
left,14.31203929,15.30675847,179.4200669,176.53875,176.905364,Pull ups
left,16.0722103,16.02022761,179.4322184,176.3792449,176.7964754,Pull ups
left,19.09040823,18.62750443,179.016948,176.454213,176.8821195,Pull ups
left,21.10546894,20.29652805,178.8424607,176.5990674,177.0262607,Pull ups
left,25.40350213,24.69568231,178.5799436,176.572696,177.0498304,Pull ups
left,29.9690839,29.65882634,178.0910302,176.5400322,177.0051857,Pull ups
left,37.90324657,37.18461692,178.1142381,176.2057818,176.917529,Pull ups
left,46.59589544,45.92720404,177.1416875,176.3962743,176.7940062,Pull ups
left,50.50859324,49.97605452,176.7862139,176.2134649,176.6996063,Pull ups
left,56.98424132,56.42108595,176.7755904,176.539181,177.1445488,Pull ups
left,61.45404601,62.08340366,176.4745854,176.0647154,176.8977969,Pull ups
left,69.58860398,71.24936333,175.2598213,176.6214707,177.0811767,Pull ups
left,80.18628004,82.28368828,175.3133763,175.8364581,176.6930221,Pull ups
left,86.31816368,89.16285436,175.0782038,174.9558258,176.3025245,Pull ups
left,90.04768371,93.3546538,174.6638761,175.0243358,176.4314032,Pull ups
left,96.5370489,99.93361579,175.0360766,174.8769635,176.6294337,Pull ups
left,100.4584264,104.5900884,174.9095056,174.7637433,176.7093522,Pull ups
left,107.1922023,112.6961205,175.028754,174.700656,176.7882349,Pull ups
left,110.4258764,117.1484948,174.6810979,174.9501443,176.9619223,Pull ups
left,115.4058076,123.2545997,175.2288186,174.4963254,176.9091627,Pull ups
left,121.6243185,130.525971,175.3617358,174.2933352,176.9478228,Pull ups
left,125.5962358,135.0275824,176.1740345,173.8992872,176.983601,Pull ups
left,128.2102041,138.8037591,176.2396492,174.2338547,177.3668273,Pull ups
left,130.6507181,142.2071648,176.6964268,174.0391906,177.4326881,Pull ups
left,132.2711579,145.0861173,176.4013853,174.1797196,177.5519231,Pull ups
left,134.6867259,146.1238449,176.7826305,174.5616294,177.7230309,Pull ups
left,135.847772,147.5739674,176.660657,175.0284618,178.003935,Pull ups
left,137.6354138,149.1316034,176.7105942,174.5500827,177.5698405,Pull ups
left,140.0637766,151.0161557,176.9539728,174.5545303,177.4477603,Pull ups
left,142.7700205,153.8958082,177.1685266,174.314714,177.1671782,Pull ups
left,145.5168644,156.2532973,176.8784088,175.3125391,177.6014425,Pull ups
left,146.707361,157.2979369,176.5434986,176.2266502,177.9012002,Pull ups
left,148.6305889,159.6611358,176.75356,175.8498959,177.5226177,Pull ups
left,150.4096242,161.0967926,176.7602767,176.0997208,177.5113282,Pull ups
left,152.7932997,163.9897157,176.981669,175.8653399,177.1516336,Pull ups
left,154.6503104,165.6768308,177.0361007,175.5774805,176.6432386,Pull ups
left,156.6315758,167.3407553,177.3423588,175.7559195,176.7114938,Pull ups
left,157.4463635,167.9203954,177.124497,176.3820427,176.9016294,Pull ups
left,158.0256772,167.4417689,176.567489,176.672405,176.4531439,Pull ups
left,158.6715996,167.8205225,176.2784085,177.5029441,176.7894703,Pull ups
left,159.8362983,168.7529724,175.9835499,178.1875726,177.0409163,Pull ups
left,160.9385326,168.3576055,175.6416038,178.9486989,177.1671906,Pull ups
left,162.7511439,169.7794232,175.4468057,179.8906912,177.5459929,Pull ups
left,163.4411358,169.1989299,175.6959661,179.6292988,177.1954252,Pull ups
left,163.9917111,168.6502144,175.7931201,179.4138837,176.849342,Pull ups
left,165.0901405,168.5419354,176.1457455,179.2665378,176.6107884,Pull ups
left,166.3381801,169.1126866,176.1289966,179.4056772,176.4191287,Pull ups
left,168.3741968,170.5008749,176.4379557,179.91201,176.6702846,Pull ups
left,170.1907515,171.6295071,176.765378,179.9603783,176.6710876,Pull ups
left,170.7375362,171.4450919,176.8537891,179.9582023,176.4413689,Pull ups
left,171.5114864,171.8395144,177.1220888,179.8613959,176.494077,Pull ups
left,172.1368261,172.6871815,176.8862095,179.8100831,176.1633026,Pull ups
left,172.6884328,173.0502271,176.7933009,179.8708469,175.628124,Pull ups
left,173.0024938,173.0349414,176.5877827,179.9729481,175.4359556,Pull ups
left,174.2141703,173.0531271,176.6428807,179.6700131,175.4511338,Pull ups
left,174.8059617,172.8148805,176.5812718,179.9869703,174.8374895,Pull ups
left,175.2679595,173.3245519,176.773415,179.6464744,174.489821,Pull ups
left,175.2389936,173.8030971,176.6904193,179.703703,174.4604936,Pull ups
left,175.2455893,173.8414891,176.7283088,179.3386285,174.1571527,Pull ups
left,174.9801469,173.7003966,176.7454576,178.7290268,173.7842827,Pull ups
left,175.1521093,174.3685513,176.5162687,178.8085321,173.7794053,Pull ups
left,176.395106,175.8365582,176.3826671,179.1607327,173.8334776,Pull ups
left,177.0185686,176.399046,176.4083978,179.0471082,173.7324396,Pull ups
left,177.6015657,176.9898661,176.6749301,178.8851991,173.6987803,Pull ups
left,176.716495,176.5200053,176.3887736,178.2983842,173.2055551,Pull ups
